Sentence_id	Prior_Emotion	Sentence	Attention	Certainty	Effort	Pleasant	Responsibility	Control	Circumstance
301	Guilt	I felt ... because I encouraged a boyfriend to like me and then later split up with him. It was wrong of me to be as encouraging I was with the reservations I had.	1	3	1	0	3	3	0
429	Joy	I felt ... when my best friend who moved to Australia surprised me by coming over to England to see me unexpectedly as a surprise visit, she stayed and we spent the whole week making up for lost time.... going to the cinema, going shopping, having girly nights in with old friends and nights out at the weekend. That ... lasted for an entire week. She's back in Australia now and I miss her.	3	1	0	3	0	0	0
403	Joy	I felt ... when I won a price for writing an article on podcasting.	3	2	0	3	2	1	2
340	Guilt	I felt ... when I smacked my dog after he weed in the house.	1	3	1	0	3	3	0
354	Guilt	I felt ... when I offended an old man.	0	3	0	0	3	3	0
498	Sadness	I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.	2	2	3	0	0	0	3
658	Shame	I felt ... when I realized how selfish I was being to someone recently. The situation is none of my business, so I'll butt out.	0	2	1	0	3	3	0
652	Shame	I felt ... that I failed to pay back a loan from my parents, preferring to assume it had been forgotten about rather than reminded them of the subject when the opportunity arose.	1	1	1	0	3	2	0
625	Shame	"I felt ... when I said ""no"" to helping someone out simply because I couldn't be bothered."	0	3	0	0	3	3	0
337	Guilt	I felt ... when I laughed at a milkman falling over.	1	3	0	0	2	2	0
425	Joy	I felt ... when I passed my Nursing exams to become a qualified Staff Nurse. I worked hard to get there and wanted to make my parents proud of me.	3	3	0	3	3	1	0
612	Shame	I felt ... because my dog was aggressive with another smaller dog for no obvious reason.	2	1	0	0	1	0	1
305	Guilt	I felt ... when I did not have the money for tickets to go and see my parents more often.	3	3	2	0	2	0	1
291	Guilt	I felt ... that I moan about a life that is essentially privileged and comfortable, when there is real poverty in the world, even on the streets of my city.	0	3	0	0	3	2	0
293	Guilt	I felt ... at my last birthday, I got a present from my partner I didn't really want, it was expensive and I knew that we couldn't really afford it. I told him to take it back and he was very upset by it. I felt pangs of ... afterwards and knew I had dealt with it all wrong as the gift was given out of love and I responded with what appeared to be spite.	2	2	2	0	3	2	0
388	Joy	I felt ... when I got a new job.	3	2	0	3	2	0	1
409	Joy	I felt ... when I bought my first home.	3	2	0	3	2	3	0
559	Sadness	I felt ... when I had to attend my grandmother's funeral.	2	2	3	0	1	1	1
503	Sadness	I felt ... when watching children in need and seeing some of the stories the families had.	2	1	1	0	1	0	2
486	Sadness	I felt ... when I wasn’t able to speak to a close friend when he was been sick in hospital. It made me ... because I wanted to be able to make him feel happier, and wasn’t able to do so.	3	2	2	0	2	0	1
522	Sadness	I felt ... when my father was diagnosed with dementia and stopped acting as a rational human being.	2	2	3	0	0	0	3
533	Sadness	I felt ... when my mother-in-law passed away.	2	2	3	0	0	0	3
319	Guilt	I felt ... when I did not get round to doing the minutes of a meeting for almost three weeks.	1	3	0	0	2	1	1
349	Guilt	I felt ... when I took something without paying.	1	2	0	0	3	3	0
199	Fear	I felt ... when I was playing Red Dead Redemption 2.	3	2	1	1	2	3	0
330	Guilt	I felt ... because I forgot a friend's birthday.	3	2	0	0	2	0	1
582	Shame	I felt ... when I got intoxicated at a lively work Christmas party and said some rather unwise things to a senior colleague.	1	1	2	0	3	1	0
297	Guilt	I felt ... because I failed to save the life of a mouse. My cat had brought a mouse into the house and it escaped her clutches and dashed into a waste paper bin. Instead of doing something constructive such as covering the bin or picking it up off the floor, I just screamed and jumped on the furniture. This allowed my cat to recapture the mouse and I have felt ... for not saving that mouse from that day.	1	2	2	0	3	2	0
458	Joy	I felt ... lying on a yacht sweeping though the waves off Southern Brazil with a cold beer in my hand.	3	2	0	3	2	2	0
626	Shame	I felt ... when I forgot a hairdressers appointment.	1	2	0	0	2	0	1
586	Shame	I felt ... after telling my aunt a little white lie as I didn't want to take her to a hospital appointment. I'm ... of my laziness.	1	2	0	0	3	3	0
564	Shame	I felt ... when I was arrested for stealing.	2	1	2	0	3	0	0
641	Shame	I felt ... when I shouted at someone for no good reason	1	3	0	0	3	3	0
398	Joy	I felt ... when I finally managed to complete my undergraduate degree. I felt ... because it had been a long hard three years so when it was finally completed, I felt very ...	3	2	0	3	3	2	0
578	Shame	I felt ... when I was caught stealing sweets as a child.	1	1	2	0	3	0	0
350	Guilt	I felt ... snogging a friend as I really did like his girlfriend.	0	2	1	0	3	3	0
517	Sadness	I felt ... when I heard that an old work colleague had died.	2	1	3	0	0	0	3
640	Shame	I felt ... that a member of staff was being nice to me when I was not able to afford what they showed me and which suited me.	2	2	1	2	1	0	0
309	Guilt	I felt ... when my mate died and I wasn't there to help him.	1	2	3	0	2	1	3
558	Sadness	I felt ... when my football team lost.	2	3	0	0	0	0	0
504	Sadness	I felt ... when my daughter miscarried her first child as she had been trying for a couple of years and was really looking forward to it. She would have been a lovely mother and it would have been another grand child for me.	2	1	2	0	0	0	2
645	Shame	I felt ... when I shouted at a colleague for not doing the job properly and had to apologise.	1	3	1	0	2	2	0
588	Shame	I felt ... when I realized I had pulled out a pair of pants from my bag when I was getting my wallet out	1	3	1	0	3	1	0
315	Guilt	I felt ... when my dog decided to try to be too friendly with another dog and was a real pest. It was embarrassing and made me feel ... as the other dog owner was so nice about it.	2	3	0	0	1	1	1
544	Sadness	I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.	2	2	2	0	0	0	3
323	Guilt	I feel ... that I am sitting at home eating too much when there are people starving in the world, and regular adverts on certain cable tv channels reminds me of this.	2	3	1	0	2	3	0
346	Guilt	I felt ... when I forgot to pick someone up for a lift.	2	2	0	0	3	0	0
326	Guilt	I felt ... when I ran over a bird on the road.	1	3	1	0	3	1	1
324	Guilt	I felt ... about having let my debt situation get so bad that I ended up with a CCJ.	3	2	3	1	3	1	0
613	Shame	I felt ... because I could not afford a foreign holiday for my family.	2	2	1	0	3	0	1
601	Shame	I felt ... when I had to file my divorce petition because I had to reveal the causes why my marriage failed.	1	2	3	0	2	2	0
572	Shame	I felt ... when I found money and did not hand it in.	0	3	0	0	2	3	0
310	Guilt	I felt ... because I looked at all the stuff that Santa has organised for my children, and I felt ... for all the children who will get nothing.	1	3	1	0	2	0	1
307	Guilt	I felt ... when i stole something from a shop.	1	2	2	0	3	3	0
331	Guilt	I felt ... when I scraped another car and drove off, so I drove back there to leave my Insurance details.	3	2	1	0	3	3	0
200	Fear	I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...	3	1	3	0	1	2	0
256	Fear	I felt ... when I was attacked by a huge dog while walking to my working place.	3	1	3	0	0	0	1
92	Disgust	I felt ... when I saw a security man handling a homeless guy outside a shop, my ... was due to the fact they were not treating him like a human.	2	2	1	0	0	0	0
74	Anger	I felt ... when the Twin Towers in New York were destroyed in a terrorist attack.	2	2	2	0	0	0	0
14	Anger	I felt ... because I saw in the news that a 98 year old man had been robbed and beaten up.	2	2	1	0	0	0	0
273	Fear	I felt ... a huge spider just plopped on down on the sofa besides me, staring me out.	2	2	3	0	0	1	2
229	Fear	I felt ... when I nearly got ran over.	2	1	3	0	0	0	0
251	Fear	I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.	3	0	3	0	3	2	0
64	Anger	I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.	2	1	3	0	0	0	0
236	Fear	I felt ... when starting to open an envelope that I presumed contained the results of a hospital test I had taken recently.	3	0	2	0	1	1	2
4	Anger	I felt ... when someone made a racist comment to my friend while we were in the supermarket.	3	3	1	0	0	0	0
52	Anger	I felt ... when someone accused me of spreading a rumour, but I had nothing to do with it.	3	1	3	0	0	0	0
118	Disgust	I felt ... when my son was slapped by a teaching assistant at school and said teaching assistant didn't tell me about it.	3	2	2	0	0	0	0
86	Anger	I felt ... when I was dumped by being ignored by the man I loved.	2	2	3	0	0	0	0
42	Anger	I felt ... when I asked my ex husband to pick up a take away for us. He asked me to pick him up from the pub after I had finished working. I work as a District Nurse and work 10 hour shifts. I pulled up outside the pub and he was standing outside with a kebab in his hand for himself. I was very ... as I was really hungry then and he'd been in the pub most of the day.	3	3	1	0	0	0	0
124	Disgust	I felt ... when I ate something I thought was fresh pineapple and looked at the rest of it and saw it was squirming.	2	1	0	0	1	0	1
168	Disgust	I felt ... when my mother forgot my daughter's birthday.	2	1	0	0	1	0	0
73	Anger	I felt ... when the gas board dug up a local road.	3	1	0	0	0	0	1
262	Fear	I felt ... when I woke up from having a nightmare. When I awoke I felt ... in the dark and had to put the lights on and give myself some time to calm down.	2	0	3	0	1	0	3
206	Fear	I felt ... when trying to go to the top of a set of high stairs to ride a water ride. The height made me ...	1	1	3	0	2	2	0
82	Anger	I felt ... when another dog owner told someone else that my dog was vicious when he is not.	2	3	1	0	0	0	0
65	Anger	I felt ... when I saw on tv how Trump is dealing with immigrants from Mexico.	2	3	2	0	0	0	0
138	Disgust	I felt ... when I had bean soup.	2	3	0	2	2	2	0
249	Fear	I felt ... because I had to have a general anaesthetic for an operation.	2	0	2	0	0	0	2
157	Disgust	I felt ... when I saw an old man being attacked at a football match.	2	2	0	0	0	0	0
269	Fear	I felt ... when my son came out in a purple rash all over his body. The doctor didn't know what it was, nor did A&E. It was the not knowing how to help him that was worst.	3	0	3	0	0	0	2
19	Anger	I felt ... when I saw a news report of people rioting and looting in my country.	2	2	0	0	0	0	0
133	Disgust	I felt ... because the drain smelled.	0	3	1	0	0	0	2
88	Disgust	I felt ... when I came across a dead cat in bits on the motorway, when I was driving earlier.	1	2	1	0	1	1	2
62	Anger	I feel ... because my ex-husband lies to my children and always puts himself first.	3	2	3	0	0	0	0
266	Fear	I felt ... when I could hear shouting outside my house. I really didn’t want to hear it, and I was ... to look out of the window. I was very ... and couldn’t settle and my breathing wasn’t very good.	1	0	3	0	1	0	0
137	Disgust	I felt ... when my ex-partner cheated on me numerous times. He did not even try to hide it, and when I look back on the situation I feel ...	2	3	2	0	0	0	0
66	Anger	I felt ... because I was overlooked at work.	3	3	1	0	0	0	1
243	Fear	I felt ... because I was walking around in the dark.	3	0	2	0	3	1	1
132	Disgust	I felt ... when I saw a load of dog poo on the pavement that someone had trod in and smeared all over the pavement.	0	3	0	0	0	0	1
99	Disgust	I felt ... when I unblocked a drain filled with raw sewage.	1	3	2	0	2	3	0
37	Anger	I felt ... when watching Prime Ministers Questions on TV at the way the MPs barracked and behaved. It was not appropriate.	2	3	0	0	1	0	0
139	Disgust	I felt ... when I stepped into a pile of dog excrement on the pavement.	2	3	1	0	2	0	2
13	Anger	I felt ... when I was on a bus, it was evening and we where going through the down town area about 10 minutes from home. Suddenly, there was a loud bang and a shattering of glass at the back of the bus. Some louts threw a rock through the window, and although everyone was ok, they could have caused serious injury. I could see some kids laughing, I was sure they did it or just thought it was funny. It made me so ... to think what could have happened and what injuries could have occurred, and they were laughing.	3	1	2	0	0	0	1
156	Disgust	I felt ... when I heard a man shouting at his girlfriend in a rather abusive manner.	2	2	0	0	0	0	0
23	Anger	I felt ... when I saw somebody with their feet on a station seat.	1	3	0	0	0	0	0
141	Disgust	I felt ... when I saw a drunk man falling about in the street.	2	2	0	0	0	0	1
15	Anger	I felt ... when somebody nearly crashed into me driving a bus.	2	0	3	0	0	0	0
241	Fear	I felt ... before doing my driving test. I had taken important exams before and wasn't ... but for some reason my driving test was really ...	3	0	3	0	1	1	1
51	Anger	I felt ... when my brother and sister in law did not turn up for Christmas with my parents for days. Leaving me getting their anger about this unfairly inflicted on me.	3	2	3	0	0	0	0
140	Disgust	I felt ... when someone I knew faked having cancer to win sympathy and approval. It all came out afterwards, and people had given money, time and energy into him.	2	3	0	0	0	0	0
195	Fear	I felt ... when I was climbing up a very high ladder and when I got to the top I panicked and froze. I had to be talked down by the man footing the ladder as I could not look down or move properly.	1	0	3	0	3	0	2
97	Disgust	I felt ... when I was at a football game watching my favourite team, who were playing at home against their biggest local rivals. This was an important game in the season and involved silverware. My team was not really playing well and it showed at half time, as my team was losing. Hoping that things would turn around, I remember thinking that my team could still win this but this was not the way it worked out. My team was well beaten, the rival fans were jeering and I was absolutely ...	2	2	0	1	0	0	1
252	Fear	I felt ... because I was knocked off my bike by a car, and trapped between my bike and the car, on the edge of a steep verge. There was a moment when you didn't know which way it was going to go.	2	0	3	0	1	0	1
103	Disgust	I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.	0	3	0	0	1	1	2
180	Disgust	I felt ... when I was watching a programme on television that was very gory. It involved a celebrity doing horrible challenges like eating witchety grubs.	1	2	0	0	1	0	0
28	Anger	I felt ... that another teenage child had been bullying my son at high school, resulting in him injuring his wrist and requiring a visit to the local hospital.	3	2	3	0	0	0	0
78	Anger	I felt ... because the parents dropping their kids off to school were driving and parking dangerously.	2	1	0	0	0	0	0
186	Fear	I felt ... because my grand daughter was born via emergency C section.	2	1	2	1	0	0	3
104	Disgust	I felt ... when I opened a pea shell and found a maggot inside it.	1	3	1	0	0	0	2
71	Anger	I felt ... when I discovered that I had been overcharged for some work on my car and that I could have had the job completed for a cheaper price.	3	3	1	0	0	0	0
39	Anger	I was ... when my partner came home very drunk after a night out with his friends. He then proceeded to tell me everything that was wrong with myself and was very hurtful. I was so ... I didn’t speak to him for a week.	3	1	3	0	0	0	0
70	Anger	I felt ... because my housemates were dicks.	1	3	1	0	0	0	0
189	Fear	I felt ... when I had to walk back alone after a night out in London, having recently been reading a lot of news about an increase in the occurrence of stabbings in the capital.	3	0	2	0	2	0	2
209	Fear	I felt ... when it was dark and I was in an unknown area.	3	0	3	0	1	1	2
258	Fear	I felt ... when I thought I had lost my wallet.	3	0	1	0	2	0	2
190	Fear	I felt ... because I woke up one night recently and was convinced there was someone in my bedroom. I was ... to even breathe and was listening so closely to establish if indeed, there was someone in the room. After what seemed like an age, I ventured out of the bed and checked everywhere in the room, but found nobody. The ... that I felt affected me badly, so much so that I was unable to sleep any more that night.	3	0	3	0	1	1	2
167	Disgust	I feel ... when I read about a recent case of animal cruelty in the newspaper.	1	3	0	0	0	0	0
155	Disgust	I felt ... when I had to clean up after people.	3	3	2	0	0	0	0
108	Disgust	I felt ... when I cleaned my child's room and found mugs that had sat there so long they had mould growing in them.	2	2	2	0	1	0	1
158	Disgust	I felt ... because my child projectile vomited all over his bed, himself and the wall.	1	2	3	0	0	0	0
179	Disgust	I felt ... reading about the life of the Kardashians.	1	3	0	0	1	1	0
130	Disgust	I feel ... when I see news headlines on television of how people have not cared for their children or have abused them.	2	2	1	0	1	0	0
45	Anger	I felt ... when I found out I was trapped in a lift, because they had forgotten to do the proper maintenance.	3	0	3	0	1	0	0
222	Fear	I felt ... because I had to climb a high ladder.	2	0	3	0	1	1	1
232	Fear	I felt ... because there was a very loud and unexpected bang behind me.	2	0	1	0	0	0	2
131	Disgust	I feel ... when I see how some people live on television.	1	3	0	0	1	0	0
233	Fear	I felt ... when on one of my first airline flights when we hit some air turbulence and the plane was bouncing up and down.	2	0	3	0	0	0	2
106	Disgust	I felt ... when my dog ate his own poo. I do apologize. He now is more selective and just eats fresh poo of other dogs. Still ...	1	3	1	0	0	0	0
76	Anger	I felt ... when someone said my dog was scruffy.	2	2	1	0	0	0	0
162	Disgust	I felt ... when I was served almost a chicken head as a traditional dish in the south of Italy.	1	2	1	0	1	0	0
77	Anger	I felt ... when we lost the Referendum on brexit.	3	2	0	1	0	0	1
265	Fear	I felt ... when I was last interviewed for a job.	2	1	1	0	1	1	1
3	Anger	I felt ... when a drunk man insulted my intelligence.	1	3	2	0	0	0	0
192	Fear	I felt ... on the last flight I took because there was a lot of turbulence the plane wasn't very big and it kept dropping. Some children were crying and it really ... me.	2	0	3	0	0	0	2
100	Disgust	I felt ... when I had to clean up some fairly ... cat puke from the sofa this morning.	1	3	2	0	1	1	1
278	Fear	I felt ... when there was an unexplained withdrawal from my bank account and thought I was being fleeced. It was eventually corrected.	3	0	3	0	0	0	2
182	Fear	I felt ... because I was delivering leaflets around a run down housing estate and there was a a menacing atmosphere.	2	0	1	0	1	1	1
112	Disgust	I felt ... when I stepped in some dog excrement whilst walking on a footpath to the library.	2	3	1	0	2	0	1
202	Fear	"I felt ... when I got told there was an irregularity in my heart ECG called ""long QT"" after a regular check up conducted by a nurse who couldn't give me more information at the time because of not being qualified. While waiting for a doctor to give me further information, I started to feel intermittent pain in my chest a couple of days later, I felt like I could be having a heart attack at any moment, although I wasn't certain whether it was also psychosomatic because I was ... about it and I didn't want to call an ambulance wasting their time either, this pain went on for quite a few days on and off and gave me constant ... I had a ... of literally dropping dead, since I read online that this was a genuine risk with ""long QT"" and it caused ... especially since I live alone. A friend and neighbour were given a key and checked up on me regularly, but it didn't take the ... away. I also ensured I carried my phone with me, even to the toilet and I was reluctant to exercise, every time the pain increased I felt a lot of ... wondering if this is going to be it, it made me feel almost sick inside down to the stomach. PS: I was taking a medication that was said to have possibly caused the issue and after quickly cutting down (faster than advised by my doctor) my ECG was fine again just over a week later and the pain stopped. I am autistic if that has any relevance."	3	0	3	0	0	0	3
205	Fear	I felt ... when I was trapped in a subway train in New York with a crazy person threatening me and my friends with a broken bottle.	3	0	3	0	0	0	0
175	Disgust	I felt ... when I smelled the garbage bin.	0	3	1	0	1	0	2
146	Disgust	I felt ... when I saw somebody kicking their dog.	2	3	0	0	0	0	0
35	Anger	I felt ... because my husband's former wife kept his children away for him one weekend and influenced them not to see us.	3	2	1	0	0	0	0
203	Fear	I felt ... when my partner's four year old daughter went missing in a supermarket.	3	0	3	0	1	0	1
95	Disgust	I felt ... when I had to clean a very old toilet in a country house and the loo was very dirty and made me sick.	0	2	2	0	1	0	1
135	Disgust	I felt ... when I walked past a pool of vomit in the street	0	3	1	0	1	1	1
173	Disgust	I felt ... because the milk I put in my coffee had lumps in it.	0	3	1	0	1	0	2
81	Anger	I felt ... at the supermarket checkout, waiting behind a woman who insisted on paying for her weekly shop with a combination of small change and vouchers, making me go late home.	3	3	1	0	0	0	0
40	Anger	I felt ... when someone I gave a job to lied about me to my boss and helped get me fired.	2	2	3	0	0	0	0
48	Anger	I felt ... when I was kept waiting by a sales assistant.	3	2	1	0	0	0	0
219	Fear	I felt ... when I had to go into hospital for an angiogram. I was ... that something would go wrong and I would die. It was a horrible feeling.	3	0	3	0	0	0	2
270	Fear	I felt ... when I had to climb a ladder to do a job on the gutters.	2	1	2	0	0	0	1
93	Disgust	I felt ... when yesterday I watched a lady let her dog poo outside my back gate and then just walk off without picking it up. It was ... and I really don’t like people who let that happen and don’t pick it up.	2	3	1	0	1	0	0
69	Anger	I felt ... because my son stripped the wallpaper in the hall where he was supposed to be sitting for time out when he was a little boy.	2	3	0	0	0	0	0
208	Fear	I felt ... when I was ten years old and trying to get to sleep after staying up late, unknown to my parents, to watch a late night hammer horror film.	2	1	2	0	3	1	1
223	Fear	I felt ... when I lay awake during the night and kept hearing unusual sounds coming from downstairs, though I tried to rationalise them so as not to get up and investigate.	2	0	3	0	0	1	2
96	Disgust	I felt ... that the boss of a betting company had paid herself over two hundred million pounds this year, all earned off the backs of many people being forced into debt.	2	3	0	0	0	0	0
196	Fear	I felt ... when climbing some rocks because of the height and the danger of slipping.	3	0	3	0	3	3	1
9	Anger	I felt ... because my best friend visited the United States and was mugged at gunpoint and ended up with a broken arm which was bad enough, but then the police officers who took the complaint made him feel like it was all his fault and that they had no interest in doing anything about it even though he gave them more than enough details.	3	3	0	0	0	0	0
235	Fear	I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.	3	0	2	0	1	1	2
238	Fear	I felt ... when walking alone after dark in an unknown area.	3	0	2	0	3	1	1
59	Anger	I felt ... that my bank had charged me so much for briefly exceeding my overdraft limit, considering how many hours it would take me to earn that amount in the outside world.	3	1	3	0	1	0	1
21	Anger	I felt ... when me and my friend were talking. He insulted me.	2	1	2	0	0	0	0
85	Anger	I felt ... when someone overtook my car on a blind bend and nearly caused an accident.	2	0	1	0	0	0	0
268	Fear	I felt ... when I was a boy living with my Mother. On one occasion she did not come home at the expected time. I was alone in the house at quite a young age. I was about seven or eight at the time. It was not for another couple of hours before she eventually came home.	2	0	3	0	0	0	1
237	Fear	I felt ... when I saw someone else got stabbed near me in Cartagena in Colombia.	2	0	2	0	0	0	1
216	Fear	I felt ... because my son had a lump come up under his arm. It turned out to be benign, but it is ... when you see your child ill for any reason.	3	1	3	0	0	0	3
72	Anger	I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.	2	3	0	0	0	0	0
267	Fear	I felt ... when I watched a scary movie at the night.	2	1	1	0	3	1	1
210	Fear	I felt ... when I realised the brake pads on my car were noisy. I felt very unsafe. I made an appointment with the garage to resolve the problem.	3	0	3	0	1	0	2
154	Disgust	I felt ... when I opened the door to my partner's bathroom and saw the stinking state of the toilet.	0	3	1	0	0	1	1
142	Disgust	I felt ... when I saw a man with open broken leg wounds on 24 hours in AE.	1	2	1	0	0	0	1
149	Disgust	"I felt ... watching ""I'm a celebrity"" when the contestants have to drink and eat certain parts of animals anatomy that we wouldn't normally eat, and drink glasses of liquid. The worst was a glass of fish eye juice. It was a full glass and the contestant had to drink it all. That was ..."	1	2	0	0	1	0	0
12	Anger	I felt ... when I was at work and nothing seemed to be going right. I was in a rush as I needed to leave work a small bit earlier that particular day, and was trying to get a lot done in a short space of time. Unfortunately, things started to go wrong, the more they went wrong, the more mistakes I made and the ... I became. The ... I became, the more mistakes I made, which just led to a very vicious circle.	2	2	3	0	3	0	2
147	Disgust	"I fetl ... when I saw celebrities having to hold worms and fish eyes in their mouth on ""I'm a celebrity get me out of here."""	1	2	0	0	0	0	0
120	Disgust	I felt ... when I saw somebody vomiting on a train.	0	3	1	0	0	0	0
248	Fear	I felt ... when I did a bungee jump. It was the first time I had done an extreme sport and I was ... of the height of the jump.	3	0	2	0	3	1	1
80	Anger	I felt ... when my best friend told me I was a useless person.	2	3	3	0	0	0	0
16	Anger	I felt ... when I had a disagreement with my brother about something, and afterwards I was ... with myself for not saying things that should have been said.	3	3	1	0	2	2	0
10	Anger	I felt ... when my neighbour dumped his rubbish in my garden and started to scream nonsense about my garden belonging to him.	3	2	1	0	0	0	0
101	Disgust	I felt ... when having a meal with a group of people and one of them made a point of emphasizing a loud fart and trying to make it into a big laugh. I and others were ... and made it very clear.	0	3	1	0	0	0	0
36	Anger	I felt ... when Donald Trump was elected US President.	2	3	1	0	0	0	0
109	Disgust	I felt ... when my elderly mother gave me a cup of coffee made with mouldy instant coffee.	0	3	1	0	0	0	0
264	Fear	I felt ... because a fight broke out in a bar where I was drinking	3	0	2	0	0	0	0
129	Disgust	I felt ... when an old man pissed in the middle of the road while I was passing by.	0	3	1	0	0	1	0
194	Fear	I felt ... because there was potential for some bad weather in my area about a month ago and I was very ... that it might cause some damage it wasn't as severe and no damage in the end thankfully.	3	0	3	0	0	0	3
279	Fear	I felt ... when I had to remove a large spider from the house.	2	2	2	0	0	2	0
163	Disgust	I felt ... when my ex husband threatened me and put me down in front of my children.	2	1	3	0	0	0	0
281	Fear	I felt ... when walking around Lima, Peru after midnight when there was a blackout. I felt very vulnerable to being mugged.	3	0	3	0	0	1	2
34	Anger	I felt ... because my son was slapped at school by a teaching assistant.	3	2	2	0	0	0	0
134	Disgust	I felt ... with my family that they voted for BREXIT and so ultimately to deport their Scottish born family member when this destroys the UK.	2	3	2	0	0	0	0
865	Fear	I felt … because my 8 week old son had problems breathing and was turning blue.	3	0	3	0	0	0	3
1061	Sadness	I felt ... when my father was diagnosed with terminal cancer	3	1	3	0	0	0	2
837	Fear	I felt … when I was taking my dog for a walk and another lady was walking a dog that wasn’t on a lead when the dog saw my dog it ran over and was snarling and barking at it.	2	2	2	0	0	0	0
784	Disgust	I felt … when I saw a medical operation on a TV show.	1	2	1	0	1	3	0
1137	Shame	I felt ... when my step moms’ brother said something funny just after she’d died, and I laughed. Everyone in the room was staring at me and I felt like a complete idiot for laughing.	0	3	2	0	3	3	0
1077	Sadness	I felt ... when a man I thought of as my grandpa passed away, and during his funeral which was today. It makes me ... because he’s going to be sorely missed, and his wife is now all alone and suffering a lot without him.	3	2	3	0	0	0	3
839	Fear	I felt … when I heard someone walking around downstairs but I knew I was home alone.	3	0	2	0	0	1	1
722	Anger	I felt … when a superior at work decided to make a huge issue out of something very petty just to try and show their authority/try to prove they have power over me.	2	3	2	0	0	0	0
1015	Joy	I felt ... when I watched a good movie.	3	3	0	3	1	3	0
1104	Sadness	I felt ... when I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.	1	2	0	0	0	0	3
1164	Shame	I felt ... because I was caught out lying about my diary engagements to escape a celebration meal with my inlaws.	0	3	1	0	3	1	0
772	Disgust	I felt … when I walked into a tube carriage and saw a brown stain on one of the seats that looked suspiciously like a faecal smear. I hoped my coat hadn’t brushed past it and I felt real ….	1	1	2	0	0	1	1
1063	Sadness	I felt ... when I found out one of my favourite shops had shut down.	2	3	0	0	0	0	2
944	Guilt	I felt ... because I forgot to do something that I promised I would do for someone.	3	1	1	0	3	0	0
858	Fear	I feel … because life is an unknown, and it's not knowing in life that brings me fear. It's … sometimes. I feel it everyday.	1	0	3	0	0	0	3
744	Disgust	I felt … when I was walking along and I saw this dog excrement on a door stop. The door stop was raised above the street. How can dog owners not pick up after their pets.	1	3	1	0	0	1	1
1094	Sadness	I felt ... because I had to have my chocolate labrador put to sleep as she was old and her quality of life wasn’t very good.	3	2	2	0	1	0	3
1110	Sadness	I felt ... when my mother passed away from cancer.	3	2	3	0	0	0	3
806	Disgust	I felt … when my kitten was sick and I had to clean it up.	1	3	2	0	0	0	2
841	Fear	I felt … when a couple were arguing right outside my living room window and I heard one of them smack into the window. I was … they were going to damage my house (that’s rented so I’d be forced to pay for the damage) but I was also … I’d be included in the argument then.	3	0	2	0	0	0	0
876	Fear	I felt … when I realised that I made a mistake at work.	2	1	2	0	3	1	0
823	Fear	I felt … because someone was yelling at me in a threatening manner when I did something wrong.	1	1	3	0	1	0	0
889	Fear	I felt … when my friends baby started choking, she froze and started panicking, I took the baby off her turned it upside down and slapped its back a few times she coughed a few times then calmed down and started breathing normally.	3	0	2	0	0	2	2
972	Guilt	I felt ... when I stole a pencil from a shop by mistake, but went too far away to return it.	1	3	1	0	3	2	0
1048	Joy	I felt ... because a colleague of mine, whom I have known for many years, announced that he and his wife were finally expecting a child after many years unsuccessfully trying. I was so ... and ... at this news as I knew how hard it was for them and they almost separated a few times due to the stress and pressure.	3	3	0	3	0	0	1
1159	Shame	I felt ... because I was not able to answer a very simple question in the exam. Even the least intelligent person in the class got it.	0	2	2	0	3	0	1
960	Guilt	I felt ... when I left the house and forgot to lock up, not realising my mistake for several hours.	2	1	1	0	3	0	0
1120	Shame	I felt ... when I went to a party where I got quite drunk. While I was there I bumped into a neighbour and started talking to him. I only remember snippets of the conversation but I know that I embarrassed myself by saying stupid things. For ages I had to try and avoid bumping into him in my building.	0	1	1	0	2	0	1
1004	Joy	I felt ... when my grandma sent me an unexpected gift just because she wanted to make me ... . She doesn’t have a lot of money so that’s even more reason why I would never expect anything from her. We live a long way apart so getting something from her means a lot to me.	3	2	0	3	0	0	0
1152	Shame	I felt ... when I said something inappropriate to a friend and then wished I had never opened my mouth.	0	3	1	0	3	3	0
1029	Joy	I felt ... because we managed to get a mother bat to collect her baby that she had lost and fly off with it.	3	3	0	3	3	3	0
920	Guilt	I felt ... when I told my boyfriend his favourite programme wasn’t on the telly because he watches it all the time and I wanted to watch something else.	1	1	1	0	3	3	0
974	Joy	I felt ... when my first grandchild was born and my son rang me straight away and wanted me to go into the hospital to see the baby.	3	3	0	3	0	0	2
1154	Shame	I felt ... when I weighed myself after Christmas.	1	3	1	0	3	2	0
